ID	Date	News Portal	Headline	Claim	Sentiment
BN/PRTD/241001/059	01-10-2024	Sangbad Pratidin	‘কোশী নদীর জলে ভাসছে উত্তরবঙ্গ’, নেপালকে দুষে শিলিগুড়ি রওনা মুখ্যমন্ত্রীর	Checkworthy	NEGATIVE
BN/BTMN/241017/042	2024-10-17 00:00:00	Bartaman	আগরতলার দোকানে ঢুকে ব্যবসায়ীকে ছুরির কোপ	Checkworthy	NEGATIVE
BN/BTMN/241009/033	09-10-2024	Bartaman	আর জি কর হাসপাতালে তরুণী চিকিৎসকের ধর্ষণ ও খুনের ঘটনায়...	Checkworthy	NEGATIVE
BN/BTMN/240921/028	21-09-2024	Bartaman	৪২ দিনের কর্মবিরতির জের, চোখের ৫ হাজার অপারেশন হয়নি	Checkworthy	NEGATIVE
BN/BTMN/241020/003	20-10-2024	Bartaman	ভারতকে সহজে হারিয়ে প্রথম টেস্টে জয়ী নিউজিল্যান্ড	Checkworthy	POSITIVE
BN/BTMN/240928/023	28-09-2024	Bartaman	কব্জি ডুবিয়ে সর্ষে-ইলিশ খেয়ে বেহালা নূতন দলের পুজো মণ্ডপে আইরিশ পুরাণের দেবী ‘দানু’কে ফুটিয়ে তুলছেন শিল্পীরা	Not-Checkworthy	NEUTRAL
BN/PRTD/241004/044	04-10-2024	Sangbad Pratidin	দল বেঁধে ঠাকুর দেখতে যাবেন মোহনবাগানের ফুটবলাররা! ভাইরাল SRMB-র বিজ্ঞাপন	Not-Checkworthy	POSITIVE
BN/PRTD/240929/042	29-09-2024	Sangbad Pratidin	‘নতুন জীবনের জন্য আল্লাহকে ধন্যবাদ’, মৃত্যুমুখ থেকে ফিরে এসে বার্তা মুশির খানের	Checkworthy	POSITIVE
BN/BTMN/241130/017	30-11-2024	Bartaman	উচ্চ মাধ্যমিক পড়ুয়ার রহস্যজনক মৃত্যু ঘিরে শোরগোল চণ্ডীতলায়	Checkworthy	NEGATIVE
BN/BTMN/241017/002	2024-10-17 00:00:00	Bartaman	বেঙ্গালুরু টেস্টে ৪৬ রানে অলআউট ভারত, দ্বিতীয় দিনের খেলা শেষে কিউয়িদের ১৩৪ রানের লিড	Checkworthy	NEGATIVE
BN/ESMY/241109/006	09-11-2024	Ei Samay	সুকান্তকে শোকজ় করার দাবি জানিয়ে নির্বাচন কমিশনে তৃণমূলের প্রতিনিধি দল	Checkworthy	NEUTRAL
BN/PRTD/240810/023	10-08-2024	Sangbad Pratidin	বিধানসভার শেষ ভাষণেই পরাজয়ের সুর! বার বার শোনাতেন গণতন্ত্র বাঁচানোর বার্তা	Checkworthy	NEGATIVE
BN/BTMN/241003/018	03-10-2024	Bartaman	পুজোর সময়েও কর্মবিরতি? জুনিয়র ডাক্তারদের মনোভাবে বাড়ছে ক্ষোভ	Checkworthy	NEGATIVE
BN/BTMN/241003/022	03-10-2024	Bartaman	আর জি করে কর্তব্যরত মহিলা চিকিৎসককে খুনের হুমকি, ধৃত ইঞ্জিনিয়ার	Checkworthy	NEGATIVE
BN/BTMN/241004/029	04-10-2024	Bartaman	বাবার মৃত্যুর পর হাবড়া স্টেশনে কচুরি বিক্রি, সঙ্গে ইতিহাসে এমএ, পড়াশোনা-সংসার সামলে ‘দশভুজা’ মৌমিতা	Checkworthy	POSITIVE
BN/PRTD/240928/036	28-09-2024	Sangbad Pratidin	উন্নতির আশায় ছাত্রকে বলি! বন্ধ হচ্ছে হাথরাসের সেই স্কুল	Checkworthy	NEGATIVE
BN/BTMN/241226/052	26-12-2024	Bartaman	চাপ নিও না, কনস্টাসকে  বার্তা ক্যাপ্টেন কামিন্সের	Not-Checkworthy	NEUTRAL
BN/BTMN/241203/034	03-12-2024	Bartaman	শপথ অনুষ্ঠানে  রাজ্যপালের সামনে  ‘জয় বাংলা’ স্লোগান	Checkworthy	NEUTRAL
BN/BTMN/240811/001	11-08-2024	Bartaman	ডাক্তার ধর্ষণ-খুনে গ্রেপ্তার সিভিক,  আর জি কর কাণ্ডে রাজ্যজুড়ে বিক্ষোভ চিকিৎসকদের, কর্মবিরতিতে ভোগান্তি	Checkworthy	NEGATIVE
BN/BTMN/241205/009	05-12-2024	Bartaman	প্রয়াত বিশিষ্ট অধ্যাপক সুনীতিকুমার পাঠক, শোকের ছায়া বিশ্বভারতীতে	Checkworthy	NEGATIVE
BN/PRTD/241019/041	19-10-2024	Sangbad Pratidin	শূন্যের হতাশা কাটিয়ে সেঞ্চুরির জৌলুস, সরফরাজের প্রশংসায় পঞ্চমুখ প্রাক্তন ক্রিকেটাররা	Checkworthy	POSITIVE
BN/BTMN/240905/018	05-09-2024	Bartaman	সর্বেসর্বা’ সন্দীপ, নিজের বিরুদ্ধে অভিযোগ হলেও তদন্তভার তাঁর!	Checkworthy	NEGATIVE
BN/BTMN/241111/001	11-11-2024	Bartaman	প্রসূতিকে মারধর! টাকা নিয়ে চিকিৎসা করার অভিযোগে শোরগোল কান্দি হাসপাতালে	Checkworthy	NEGATIVE
BN/PRTD/241016/072	16-10-2024	Sangbad Pratidin	ঘরোয়া আয়োজন, পরিবারের সঙ্গে দেবী লক্ষ্মীর আরাধনায় ঋতুপর্ণা	Not-Checkworthy	POSITIVE
BN/BTMN/241126/027	26-11-2024	Bartaman	শীতের শুরুতেও আন্ডারপাসে হাঁটু জল নোংরা পেরিয়ে নিত্য যাতায়াত, ভোগান্তি	Checkworthy	NEGATIVE
BN/PRTD/240809/072	09-08-2024	Sangbad Pratidin	Exclusive: প্যারিসে গ্রেপ্তার অন্তিম পাঙ্ঘালের বোন, ভারতে ফিরছেন কুস্তিগির	Checkworthy	NEUTRAL
BN/PRTD/241128/062	28-11-2024	Sangbad Pratidin	এবার ঘাতকের নিশানায় ট্রাম্পের বাছাই করা প্রশাসনিক কর্তারা, বোমা হামলার হুমকি	Checkworthy	NEGATIVE
BN/BTMN/241114/049	14-11-2024	Bartaman	হাসিনার বিরুদ্ধে রেড কর্নার নোটিস, ইন্টারপোলে আর্জি ইউনুস সরকারের	Checkworthy	NEGATIVE
BN/PRTD/240815/010	15-08-2024	Sangbad Pratidin	‘৭৫ বছর সাম্প্রদায়িক আইন দেখেছে ভারত’, লালকেল্লায় ‘ধর্মনিরপেক্ষ’ দেওয়ানি বিধির পক্ষে সওয়াল মোদির	Checkworthy	NEGATIVE
BN/PRTD/241003/076	03-10-2024	Sangbad Pratidin	অধরা রুপোলি স্বপ্ন, কেন ইলিশ-আকাল এপারে?	Checkworthy	NEGATIVE
BN/BTMN/241229/038	29-12-2024	Bartaman	ডিডি আর সিআইডি, একদিনে ২ তলব এড়িয়ে গেলেন অর্জুন	Checkworthy	NEGATIVE
BN/BTMN/240918/039	18-09-2024	Bartaman	জেল থেকে ছাড়া পেয়ে মঙ্গলবার বিধানসভায় এসেছিলেন পলাশীপাড়ার তৃণমূল বিধায়ক...	Checkworthy	NEUTRAL
BN/BTMN/241008/029	08-10-2024	Bartaman	রেশন কার্ডের আবেদনে আধার কার্ড আবশ্যিক	Checkworthy	NEUTRAL
BN/BTMN/241007/015	07-10-2024	Bartaman	মধ্যস্বত্বভোগীরাই লুটছে মুনাফা, মোদি জমানায় দাম মেলে না কৃষকের, রিপোর্ট রিজার্ভ ব্যাঙ্কের	Checkworthy	NEGATIVE
BN/PRTD/240930/026	30-09-2024	Sangbad Pratidin	উৎসবে বিতর্ক নাপসন্দ! পুজোমণ্ডপ থেকে ‘শিরদাঁড়া’ সরাল বেলেঘাটার ক্লাব	Checkworthy	NEGATIVE
BN/BTMN/250108/034	08-01-2025	Bartaman	খাগড়াগড় কাণ্ডের চক্রী তারিকুলের পরিবারকে নিয়মিত মাসোহারা পাঠাত জেলবন্দি সতীর্থ জঙ্গি	Checkworthy	NEGATIVE
BN/BTMN/250107/035	07-01-2025	Bartaman	দুই জেলার সংযোগকারী ব্রিজের বেহাল দশা শাসনে, ঝুঁকি নিয়ে নিয়মিত চলছে যাতায়াত	Checkworthy	NEGATIVE
BN/ESMY/241111/011	11-11-2024	Ei Samay	বিয়ের মরশুমে ঝটপট ফিরবে জেল্লা, সপ্তাহে ২ দিন লাগান এই ফলের মাস্ক	Checkworthy	POSITIVE
BN/NS18/240809/100	09-08-2024	News18 Bangla	নতুন হামাস প্রধান সিনওয়ার, হামাসকে নিশ্চিহ্ন করে দেওয়ার সংকল্প ইজরায়েলের	Checkworthy	NEGATIVE
BN/BTMN/241008/007	08-10-2024	Bartaman	চার্জশিটে অভয়ার খুনি-ধর্ষক সঞ্জয়ই, লালবাজারের ২৪ ঘণ্টার তদন্ত সিবিআইয়ের ‘মান্যতা’ পেল ৫৫ দিনে	Checkworthy	NEGATIVE
BN/PRTD/240920/098	20-09-2024	Sangbad Pratidin	টমেটো চাষে লাখ লাখ লোকসান, টাকার জন্য অফিসের ৫০টি ল্যাপটপ চুরি করলেন যুবক!	Checkworthy	NEGATIVE
BN/NS18/240809/034	09-08-2024	News18 Bangla	শুক্রবার শেষ যাত্রায় বুদ্ধবাবু, পিস ওয়ার্ল্ড থেকে NRS,  একনজরে কমরেডের সফরসূচি	Checkworthy	NEUTRAL
BN/BTMN/250107/045	07-01-2025	Bartaman	মহারাষ্ট্র: শরিক মন্ত্রীর অপসারণের দাবিতে রাজভবনে বিজেপি বিধায়ক	Checkworthy	NEGATIVE
BN/BTMN/241027/023	27-10-2024	Bartaman	ময়নাগুড়িতে লাঙলের ফলায় মাটি থেকে উঠে আসা প্রতিমায় পুজো যুগ যুগ ধরে	Checkworthy	NEUTRAL
BN/BTMN/240822/013	2024-08-22 00:00:00	Bartaman	সরকারি হাসপাতাল ফেরত কিশোরীর মৃত্যু নার্সিংহোমে	Checkworthy	NEGATIVE
BN/PRTD/241002/027	02-10-2024	Sangbad Pratidin	নথিতে সই করেও রং বদল, গ্রেপ্তার নয় কেন?	Checkworthy	NEGATIVE
BN/PRTD/241130/022	30-11-2024	Sangbad Pratidin	‘চাল, ডাল না পাঠালে খাওয়া বন্ধ হয়ে যাবে’, বাংলাদেশ ইস্যুতে কড়া বার্তা দিলীপের	Checkworthy	NEGATIVE
BN/BTMN/241213/010	13-12-2024	Bartaman	ঘণ্টায় করদাতাদের দেড় কোটি জলে, দুই ধনকুবেরকে নিয়ে রাজনৈতিক যুদ্ধে স্তব্ধ সংসদ	Checkworthy	NEGATIVE
BN/ESMY/241114/005	14-11-2024	Ei Samay	বিরিয়ানি-স্যালাড-আইসক্রিম, শিশু দিবসে মিড-ডে মিলে স্বাদ বদলের মেনু	Checkworthy	NEUTRAL
BN/PRTD/241121/014	21-11-2024	Sangbad Pratidin	লাওসে মার্কিন প্রতিরক্ষা সচিব, নীরবতা ভেঙে ‘গোপন যুদ্ধে’র কথা কি এবার স্বীকার করবে আমেরিকা?	Checkworthy	NEUTRAL
BN/PRTD/241002/025	02-10-2024	Sangbad Pratidin	‘পদ নিয়ে খেয়োখেয়ি চলবে না’, বিজেপির গোষ্ঠীদ্বন্দ্ব কাটাতে সুকান্ত-শুভেন্দুকে স্পষ্ট বার্তা শাহর	Checkworthy	NEGATIVE
BN/BTMN/241114/029	14-11-2024	Bartaman	আট পর্যটন কেন্দ্রে মডেল কমিউনিটি টয়লেট গড়ছে হাওড়া জেলা পরিষদ, থাকবে পোশাক বদলানোর ঘরও	Checkworthy	NEUTRAL
BN/ESMY/250111/008	11-01-2025	Ei Samay	বড় স্বস্তি আল্লুর, পদপিষ্ট মামলায় জামিনের শর্ত আরও শিথিল	Checkworthy	POSITIVE
BN/PRTD/241004/041	04-10-2024	Sangbad Pratidin	সামনেই বাংলাদেশের বিরুদ্ধে টি-টোয়েন্টি সিরিজ, নবরাত্রির দ্বিতীয় দিনে বিখ্যাত মন্দিরে পুজো গম্ভীরের	Checkworthy	NEUTRAL
BN/PRTD/241230/037	30-12-2024	Sangbad Pratidin	মালদহের তৃণমূলের পঞ্চায়েতের প্রধান বাংলাদেশি অনুপ্রবেশকারী! তুমুল শোরগোল	Checkworthy	NEGATIVE
BN/BTMN/241019/041	19-10-2024	Bartaman	তাঁর আর্থিক সঙ্কট প্রবল। তাই ফিক্সড ডিপোজিট ভেঙে ২০ লক্ষ...	Checkworthy	NEGATIVE
BN/PRTD/240905/037	05-09-2024	Sangbad Pratidin	মাদক খাইয়ে ১৯-এর তরুণীকে গণধর্ষণ! রাজস্থানে গ্রেপ্তার ৪	Checkworthy	NEGATIVE
BN/PRTD/241102/067	02-11-2024	Sangbad Pratidin	গাজা যেন নরককুণ্ড! ইজরায়েলি বোমাবর্ষণে মৃত্যু ৫০ শিশু-সহ ৮৪ জনের	Checkworthy	NEGATIVE
BN/PRTD/241202/060	02-12-2024	Sangbad Pratidin	ওঁত পেতে বসে হ্যাকাররা, Netflix সাবস্ক্রিপশন রিনিউ করতে গেলেই খোয়াতে পারেন টাকা!	Checkworthy	NEGATIVE
BN/PRTD/241204/004	04-12-2024	Sangbad Pratidin	‘পুরুষদের ঋতুস্রাব হলে বুঝতেন…’, মহিলা বিচারককে বরখাস্ত করায় আদালতকে ‘সুপ্রিম’ তোপ	Checkworthy	NEGATIVE
BN/PRTD/241204/054	04-12-2024	Sangbad Pratidin	শৈশবে নিষিদ্ধ ফেসবুক! কী বলছে জনতা?	Not-Checkworthy	NEUTRAL
BN/BTMN/240906/033	06-09-2024	Bartaman	‘প্লেস অব অকারেন্স’ বা ঘটনাস্থল আর জি কর মেডিক্যাল কলেজের...	Checkworthy	NEUTRAL
BN/BTMN/241101/045	01-11-2024	Bartaman	জাতীয় পতাকা অবমাননার অভিযোগ, ইসকন-সংগঠকের বিরুদ্ধে মামলা প্রত্যাহারের দাবি, বাংলাদেশে বিক্ষোভ হিন্দুদের	Checkworthy	NEGATIVE
BN/BTMN/240920/002	20-09-2024	Bartaman	‘উৎসবে ফিরতে হবে না, এবার হাসপাতালে আসুন’, ক্ষোভ মুর্শিদাবাদের রোগীর	Checkworthy	NEGATIVE
BN/PRTD/240917/104	17-09-2024	Sangbad Pratidin	EXCLUSIVE: বঙ্গের জঙ্গলে বিরল হানি ব্যাজার! এই প্রথম ক্যামেরাবন্দি, জানেন কোথায়?	Checkworthy	NEUTRAL
BN/BTMN/250112/038	12-01-2025	Bartaman	দেশে রংয়ের ব্যবসা বছরে ১২ থেকে ১৫ শতাংশ হারে বাড়ছে।...	Checkworthy	POSITIVE
BN/BTMN/241126/021	26-11-2024	Bartaman	বিশ্বযুদ্ধে বিমান উড়েছিল, ইন্ডিয়ান রোড কংগ্রেসে এবার আলোচনার কেন্দ্রে ঐতিহাসিক ‘রেড রোড’	Checkworthy	NEUTRAL
BN/PRTD/250105/004	05-01-2025	Sangbad Pratidin	বিরাট-রোহিতের ব্যাটিং ব্যর্থতার মধ্যেই তরুণ নীতীশের উদয়, অজি সিরিজে কী কী পেল ভারত?	Checkworthy	NEUTRAL
BN/BTMN/241213/019	13-12-2024	Bartaman	বাতাসে মিশছে বিষবাষ্প! উত্তুরে হাওয়ার সঙ্গী শহরতলির কালো ধোঁয়ায় ঢাকছে কলকাতা	Checkworthy	NEGATIVE
BN/BTMN/240928/013	28-09-2024	Bartaman	‘বলি’ দেওয়ার চেষ্টা হয় হাতরাসের সেই স্কুলের আরও এক পড়ুয়াকেও	Checkworthy	NEGATIVE
BN/PRTD/241019/020	19-10-2024	Sangbad Pratidin	বিষ্ণোই গ্যাং থেকে বাঁচতে ২ কোটির ‘বিশেষ’ গাড়ি কিনলেন সলমন! ভাইজানকে ঘিরে আরও কড়া নিরাপত্তা	Checkworthy	NEGATIVE
BN/PRTD/240819/033	19-08-2024	Sangbad Pratidin	মায়ের কোল থেকে তিন বছরের শিশুকে তুলে নিয়ে গিয়ে ধর্ষণ! প্রকাশ্যে ভয়াবহ ভিডিও	Checkworthy	NEGATIVE
BN/BTMN/241016/004	16-10-2024	Bartaman	মুম্বইয়ের একটি আবাসনে আগুন, ঝলসে মৃত ৩	Checkworthy	NEGATIVE
BN/BTMN/241128/042	28-11-2024	Bartaman	প্রয়াগ চিটফান্ড কাণ্ডে আবার নড়েচড়ে বসেছে এনফোর্সমেন্ট ডিরেক্টরেট (ইডি)। বুধবার...	Checkworthy	NEUTRAL
BN/BTMN/240827/031	27-08-2024	Bartaman	গ্যালিফ স্ট্রিটের শখের হাটে ‘সক্রিয়’ চোরাকারবারি, পশুপাখি বিক্রির নামে প্রতারণা ঠেকাতে চালু ওয়েবসাইট	Checkworthy	NEGATIVE
BN/BTMN/240905/008	05-09-2024	Bartaman	কর্মবিরতির ২৭ দিন, ৬৫০০ সার্জারি বাতিল, দুর্ভোগ	Checkworthy	NEGATIVE
BN/PRTD/241203/029	03-12-2024	Sangbad Pratidin	ডুয়ার্সের চা বাগানে পড়ে চিতাবাঘের দেহ, কীভাবে মৃত্যু? বাড়ছে চাঞ্চল্য	Checkworthy	NEGATIVE
BN/BTMN/241021/040	21-10-2024	Bartaman	আ঩গেই একসঙ্গে চলার বার্তা দিয়েছেন। এবার তাঁর অনুপস্থিতিতে জেলা কোর...	Checkworthy	NEUTRAL
BN/ESMY/241107/010	07-11-2024	Ei Samay	কসমেটিক্স থেকেও কি হতে পারে ক্যান্সার? যা বললেন চিকিৎসক	Checkworthy	NEGATIVE
BN/PRTD/241123/073	23-11-2024	Sangbad Pratidin	সবুজে সবুজ! মাদারিহাটে ইতিহাস তৃণমূলের, সহজ জয় বাকি পাঁচ কেন্দ্রেও	Checkworthy	POSITIVE
BN/PRTD/240829/001	29-08-2024	Sangbad Pratidin	তরুণী চিকিৎসকের ধর্ষণ-খুনের ষড়যন্ত্রে তিন! সিবিআইয়ের রাডারে কারা?	Checkworthy	NEGATIVE
BN/PRTD/241001/054	01-10-2024	Sangbad Pratidin	‘RG Kar নিয়ে ছবি মুক্তি বন্ধ করুন’, বৃন্দা গ্রোভারের আর্জি শুনে কী নির্দেশ প্রধান বিচারপতির?	Checkworthy	NEUTRAL
BN/PRTD/240829/048	29-08-2024	Sangbad Pratidin	‘অনেক সিরিয়াস ইস্যু রয়েছে’, ‘দ্য ডায়েরি অফ ওয়েস্ট বেঙ্গল’ ছবি মুক্তি স্থগিতের মামলা খারিজ হাই কোর্টের	Checkworthy	NEUTRAL
BN/BTMN/240930/041	30-09-2024	Bartaman	খালের সংস্কার হয়নি, একমাস ধরে জলমগ্ন অবস্থায় কয়েকশো পরিবার	Checkworthy	NEGATIVE
BN/PRTD/241104/025	04-11-2024	Sangbad Pratidin	বিজেপির সদস্য হলেই মিলবে অন্নপূর্ণার ৩ হাজার! সুকান্তর বয়ানে বিতর্ক	Checkworthy	NEGATIVE
BN/ESMY/241127/005	27-11-2024	Ei Samay	রূপান্তরিত অনয়া স্বপ্নের ক্রিকেট খেলতে চান, কোনও খেলাই কি খেলবেন রূপান্তরিতরা?	Not-Checkworthy	NEUTRAL
BN/BTMN/241007/018	07-10-2024	Bartaman	চলন্ত বাসেই হার্ট অ্যাটাক, ৩০ যাত্রীর জীবন বাঁচিয়ে মৃত চালক	Checkworthy	NEGATIVE
BN/BTMN/250110/001	10-01-2025	Bartaman	মেয়াদ উত্তীর্ণ স্যালাইনে প্রসূতির মৃত্যু? চিকিৎসায় গাফিলতির অভিযোগে উত্তেজনা মেদিনীপুর হাসপাতালে	Checkworthy	NEGATIVE
BN/PRTD/241028/010	28-10-2024	Sangbad Pratidin	নরমাংস নাকি স্বাদে শুয়োরের মাংসের মতো, স্বজাতি ভক্ষণের নেপথ্যে কী?	Checkworthy	NEUTRAL
BN/PRTD/241001/106	01-10-2024	Sangbad Pratidin	জাস্টিস ফর ক্লাইমেট! পশ্চিমবঙ্গ বিজ্ঞান মঞ্চের উদ্যোগে পালিত হল বিশ্ব জলবায়ু ধর্মঘট	Checkworthy	NEUTRAL
BN/BTMN/241112/005	12-11-2024	Bartaman	‘ট্যাব’ কেলেঙ্কারির পর্দাফাঁস করল পূর্ব বর্ধমান জেলা পুলিস, ধৃত ১	Checkworthy	NEGATIVE
BN/BTMN/250110/040	10-01-2025	Bartaman	তখন সবে সন্ধ্যা। পুনের বিপিও সংস্থার পার্কিং লট ভিড়ে ঠাসা।...	Not-Checkworthy	NEUTRAL
BN/BTMN/241102/051	02-11-2024	Bartaman	আমেরিকায় ভোটের ফলে নির্ণায়ক ভূমিকা নিচ্ছে ভারতীয় বংশোদ্ভূতরা	Checkworthy	NEUTRAL
BN/PRTD/241201/076	01-12-2024	Sangbad Pratidin	ভারতের বাজার দাপাচ্ছে পিতৃত্ব যাচাইয়ের কিট	Checkworthy	NEUTRAL
BN/BTMN/241018/006	18-10-2024	Bartaman	ইরানের মদতপুষ্ট সন্ত্রাসবাদের মূলচক্র এখন ধ্বংসের মুখে, মন্তব্য নেতানিয়াহুর	Checkworthy	NEGATIVE
BN/PRTD/241003/080	03-10-2024	Sangbad Pratidin	এবার শিশুদের জন্যও পেনশন! জানুন এনপিএস বাৎসল্য নিয়ে	Checkworthy	NEUTRAL
BN/BTMN/241201/017	01-12-2024	Bartaman	ইসকনকে নিষিদ্ধ করার দাবি ‘বৈষম্যবিরোধী’ ছাত্রনেতার	Checkworthy	NEGATIVE
BN/PRTD/241207/039	07-12-2024	Sangbad Pratidin	বাংলাদেশ আবহে মোদিকে খুনের হুমকি! বিস্ফোরণের বার্তা মুম্বই পুলিশের হোয়াটসঅ্যাপে	Checkworthy	NEGATIVE
BN/PRTD/250112/005	12-01-2025	Sangbad Pratidin	উত্তরাখণ্ডে নিয়ন্ত্রণ হারিয়ে খাদে পড়ল যাত্রীবাহী বাস, মৃত ৫, আহত ১৭ জন	Checkworthy	NEGATIVE
BN/PRTD/241124/055	24-11-2024	Sangbad Pratidin	ভেটকি মাছ ভালোবাসেন? রসে-বশে কষিয়ে রাঁধুন এই দুই পদ, রইল রেসিপি	Not-Checkworthy	NEUTRAL
BN/BTMN/250112/045	12-01-2025	Bartaman	বাংলাদেশে হিন্দু নির্যাতন নিয়ে কার্যত ‘ভাঙব, কিন্তু মচকাব না’ নীতি...	Checkworthy	NEGATIVE
BN/ESMY/241129/008	29-11-2024	Ei Samay	কেন ‘বহিষ্কৃত’ চিন্ময়কৃষ্ণের পাশে থাকার বার্তা বাংলাদেশ ইসকনের? মুখ খুলল ISKCON কলকাতা	Checkworthy	NEUTRAL
BN/PRTD/241128/039	28-11-2024	Sangbad Pratidin	‘যশস্বী চল্লিশটা টেস্ট সেঞ্চুরি করবে’, জয়সওয়ালের ব্যাটিংয়ে মুগ্ধ ‘ম্যাড ম্যাক্স’	Not-Checkworthy	POSITIVE
BN/BTMN/240825/007	25-08-2024	Bartaman	ইজরায়েল ও হিজবুল্লা জঙ্গি গোষ্ঠীর মধ্যে সংঘর্ষের জেরে অশান্ত মধ্যপ্রাচ্য!	Checkworthy	NEGATIVE
BN/BTMN/240811/010	11-08-2024	Bartaman	বিধ্বস্ত ওয়েনাড় পরিদর্শন প্রধানমন্ত্রীর, মণিপুর প্রসঙ্গ তুলে কটাক্ষ কংগ্রেসের	Checkworthy	NEGATIVE
BN/BTMN/241001/029	01-10-2024	Bartaman	দুর্গাপুজোর থিমে নারীর লড়াই, সামাজিক প্রতিকূলতা তুলে ধরছে দণ্ডপাণিতলা ঘাট	Checkworthy	NEUTRAL
BN/PRTD/241018/014	18-10-2024	Sangbad Pratidin	‘কেন অনশন মঞ্চে আসছেন না মুখ্যমন্ত্রী’, প্রশ্ন জুনিয়রদের, ‘রাজনৈতিক চিত্রনাট্য’, পালটা তৃণমূলের	Not-Checkworthy	NEGATIVE
BN/PRTD/250113/007	13-01-2025	Sangbad Pratidin	দাবানলের আঁচে বিপাকে হলিউড তারকারা, পিছিয়ে গেল অস্কার, গ্র্যামি-সহ একাধিক অনুষ্ঠান	Checkworthy	NEGATIVE
BN/BTMN/250105/014	05-01-2025	Bartaman	ট্রাক উঠতেই ঝুলে পড়ল বেইলি ব্রিজ	Checkworthy	NEGATIVE
BN/PRTD/240829/060	29-08-2024	Sangbad Pratidin	সোশাল মিডিয়ায় প্রেমের জালে ফাঁসিয়ে আর্থিক ‘প্রতারণা’, স্কুলছাত্রীর ‘কীর্তি’তে হতবাক পুলিশ	Checkworthy	NEGATIVE
BN/BTMN/250106/039	06-01-2025	Bartaman	‘বাংলা শস্য বিমা’র আধুনিক ব্যবস্থা  এবার ‘প্রধানমন্ত্রী ফসল বিমা’তেও,   খরচ ৮২৫ কোটি	Checkworthy	NEUTRAL
BN/BTMN/240830/011	30-08-2024	Bartaman	আগস্টে আরব সাগরে বেনজির ঘূর্ণিঝড়ের পূর্বাভাস, কারণ সম্পর্কে ধন্দে বিশেষজ্ঞরা	Checkworthy	NEUTRAL
BN/BTMN/241021/006	21-10-2024	Bartaman	আজ আজাদ হিন্দ সরকারের প্রতিষ্ঠা দিবস পালিত হল জলপাইগুড়ি টাউন স্টেশনে	Checkworthy	NEUTRAL
BN/PRTD/241204/017	04-12-2024	Sangbad Pratidin	খালেদার সঙ্গে বৈঠক পাক দূতের, বাংলাদেশে ঘোলা জলে মাছ ধরতে তৎপর পাকিস্তান!	Checkworthy	NEGATIVE
BN/BTMN/241002/017	02-10-2024	Bartaman	"মহালয়া ও দেবী জাগরণ
পূর্বা সেনগুপ্ত"	Not-Checkworthy	NEUTRAL
BN/PRTD/241106/029	06-11-2024	Sangbad Pratidin	সরকারি হাসপাতালেই মেয়াদ উত্তীর্ণ ওষুধ! অবস্থার অবনতি রোগীর, শোরগোল মালদহে	Checkworthy	NEGATIVE
BN/BTMN/241128/024	28-11-2024	Bartaman	৫ দিনে রাজ্যে সাইবার প্রতারণায় গায়েব প্রায় কোটি টাকা! দ্রুত অভিযোগে উদ্ধার ৭৩ লক্ষ	Checkworthy	NEGATIVE
BN/PRTD/241025/052	25-10-2024	Sangbad Pratidin	‘নিকষ ছায়া’র পর ফের ভৌতিক সিরিজ পরিচালনায় পরমব্রত	Checkworthy	NEUTRAL
BN/BTMN/241203/041	03-12-2024	Bartaman	ভারতীয় বংশোদ্ভূত ওয়েডিং ফোটোগ্রাফার ও তাঁর পরিবারকে বর্ণবিদ্বেষী মন্তব্য। সঙ্গে...	Checkworthy	NEGATIVE
BN/BTMN/240921/031	21-09-2024	Bartaman	রাজ্যসভায় প্রার্থী: তৃণমূলেরই একনিষ্ঠ কর্মীর খোঁজে শীর্ষ নেতৃত্ব	Checkworthy	NEUTRAL
BN/BTMN/250110/035	10-01-2025	Bartaman	বিডিও অফিসে বচসায় জড়ালেন আরাবুল ও শওকত অনুগামীরা	Checkworthy	NEGATIVE
BN/BTMN/241206/025	06-12-2024	Bartaman	রামকৃষ্ণের নামে বিশ্ববিদ্যালয় হতে চলেছে রাজ্যে, খুশির হাওয়া মিশনে	Checkworthy	POSITIVE
BN/PRTD/241011/017	11-10-2024	Sangbad Pratidin	বিরাটের থেকে ব্যাট চেয়ে ‘ইমেজ’ খারাপ হয়েছে, অকপট স্বীকারোক্তি রিঙ্কু সিংয়ের	Checkworthy	NEGATIVE
BN/PRTD/241117/011	17-11-2024	Sangbad Pratidin	পান্নুনকাণ্ডে FBI-এর ‘হিটলিস্টে’, প্রাণসংশয়ের আশঙ্কায় আদালতের দ্বারস্থ প্রাক্তন ‘র’ এজেন্ট	Checkworthy	NEGATIVE
BN/ESMY/241129/010	29-11-2024	Ei Samay	দায়িত্বে নেই কেউ, কাউকে না জানিয়েই ছুটিতে ভিসি, বিতর্ক কল্যাণী বিশ্ববিদ্যালয়ে	Checkworthy	NEGATIVE
BN/BTMN/241121/022	21-11-2024	Bartaman	লাওতারোর দুরন্ত গোলে পেরুকে হারাল আর্জেন্তিনা	Checkworthy	POSITIVE
